0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
1446550,Insecure infant-mother attachment,is-a,type of parent-child relationship,,,,,'foster collaboration',24.0
1446550,Prosocial sibling interaction,is-a,type of sibling relationship,,,,,'mass incarceration',19.0
1446550,Differential parental treatment,is-a,type of parenting behavior,,,,,'polluted air',20.0
20925134,Autism Spectrum Disorder,is-a,developmental disorder,,,,,'employment programs',14.0
20925134,Caregiving burden,is-a,psychological stress,,,,,park_access,15.0
20925134,Maternal pessimism,is-a,psychological state,,,,,social_risk_factors,15.0
20925134,Functional independence,is-a,adaptive functioning,,,,,'mass incarceration',16.0
20925134,Severe maladaptive behaviours,is-a,symptom of Autism Spectrum Disorder,,,,,'rate of hate crimes in society',26.0
20925134,Severity of autism,is-a,measure of Autism Spectrum Disorder,,,,,'rate of hate crimes in society',25.0
20925134,Occupational therapy,is-a,intervention strategy,,,,,'limited internet access',17.0
25409642,Social indicators,is-a,method to estimate social mobility,,,,,'rate of hate crimes in society',24.0
25409642,Health status,is-a,method to estimate social mobility,,,,,'rate of hate crimes in society',24.0
25409642,Educational status,is-a,measure of social mobility,,,,,'exposure to violence',19.0
25409642,Nutritional status,is-a,measure of social mobility,,,,,'exposure to violence',19.0
25409642,Multilevel logistic regression,is-a,statistical method,,,,,'mass incarceration',14.0
25409642,NHNS,is-a,national survey,,,,,park_access,13.0
25409642,HBS,is-a,national survey,,,,,park_access,13.0
25409642,Social conditions in childhood,is-a,determinant of school success,,,,,'community violence',21.0
25409642,Family status,is-a,determinant of school success,,,,,'community violence',21.0
25409642,Nutritional status,is-a,determinant of social status,,,,,'water with high pollutants',21.0
25409642,Inequality,is-a,social issue in Brazil,,,,,'social integration',13.0
35527691,Housing affordability,is-a,economic factor,,,,,social_risk_factors,11.0
35527691,Intergenerational housing support,is-a,family support,,,,,'polluted air',12.0
35527691,Parents' expectation of future care,is-a,social expectation,0.6666666666666667,,'social integration',,'social integration',7.0
35527691,Old-age care expectation,is-a,social expectation,0.6666666666666667,,'social integration',,'social integration',7.0
35527691,Financial housing support,is-a,financial support,,,,,'social opportunity',13.0
35527691,Expected caregiver,is-a,family role,,,,,park_access,10.0
35527691,Intergenerational relationships,is-a,family structure,,,,,'polluted air',13.0
35527691,Family members' expectations,is-a,family dynamics,,,,,'polluted air',12.0
35527691,Comprehensive multi-level care system,is-a,health care system,,,,,park_access,13.0
35527691,Modernization,is-a,social change,0.6666666666666667,,'social integration',,'polluted air',12.0
24346451,Study,is-a,Research,,,,,park_access,9.0
24346451,Patients,is-a,Hospital Occupants,,,,,park_access,14.0
24346451,Relatives,is-a,Family Members,,,,,park_access,11.0
24346451,Hospital Staff,is-a,Health Care Providers,,,,,'employment programs',16.0
24346451,Likert scale,is-a,Measurement Tool,,,,,'polluted air',14.0
24346451,Nurse,is-a,Health Care Provider,,,,,'mass incarceration',15.0
24346451,Welcoming practices,is-a,Hospital Procedures,,,,,park_access,14.0
24346451,Comfort level,is-a,Psychological State,,,,,social_risk_factors,15.0
24346451,Humanistic philosophy,is-a,Ethical Approach,,,,,'social opportunity',14.0
25183625,Sibling relationship experiences,is-a,social competency factor,,,,,social_risk_factors,13.0
25183625,Romantic relationship experiences,is-a,social competency factor,,,,,social_risk_factors,13.0
25183625,Sibling intimacy,is-a,family interaction factor,,,,,'social integration',15.0
25183625,Sibling conflict,is-a,family interaction factor,,,,,'social integration',15.0
25183625,Romantic competence,is-a,social development factor,,,,,social_risk_factors,14.0
21535982,Regular breakfast habits,is-a,health behavior,,,,,'polluted air',12.0
21535982,Family structure,is-a,social determinant of health,,,,,'social integration',17.0
21535982,Health Behaviour in School aged Children,is-a,international study,,,,,community_composition,17.0
21535982,Traditional family,is-a,family structure,,,,,'polluted air',13.0
21535982,Single-parent family,is-a,family structure,,,,,'polluted air',13.0
21535982,Reconstructed family,is-a,family structure,,,,,'polluted air',13.0
21535982,Irregular breakfast habits,is-a,health behavior,,,,,'polluted air',12.0
21535982,Adolescent boys and girls,is-a,population group,,,,,'polluted air',12.0
12882048,ICU,is-a,healthcare setting,,,,,'mass incarceration',14.0
12882048,Family members,is-a,patient support group,,,,,'social opportunity',15.0
12882048,Studies,is-a,method of understanding,,,,,'social integration',17.0
12882048,Nurse's role,is-a,healthcare provider role,,,,,'employment programs',18.0
12882048,Critical care nurse,is-a,specialized nurse,,,,,'polluted air',11.0
12882048,ICU environment,is-a,healthcare environment,,,,,'exposure to violence',16.0
12882048,Nursing staff,is-a,healthcare professionals,,,,,'employment programs',18.0
16452279,Medicaid estate planning,is-a,financial strategy,,,,,'social integration',13.0
16452279,Medicaid recipients,is-a,group of elders,,,,,park_access,12.0
16452279,Wealth transfers,is-a,financial activity,,,,,'social opportunity',13.0
16452279,Health and Retirement Study,is-a,research method,,,,,park_access,13.0
16452279,Nursing home residents,is-a,group of elders,,,,,park_access,12.0
22855264,Schizophrenia,is-a,Psychotic disorder,,,,,'polluted air',14.0
22855264,Religious beliefs,is-a,Coping mechanism,,,,,'polluted air',12.0
22855264,Religious professionals,is-a,Treatment provider,,,,,'employment programs',13.0
22855264,Mental health professionals,is-a,Treatment provider,,,,,'employment programs',13.0
22855264,Religious beliefs,is-a,Influence on treatment engagement,,,,,'limited internet access',24.0
22855264,Religious beliefs,is-a,Influence on help-seeking behavior,,,,,'poverty in neighborhood',26.0
26862643,PTSD,is-a,mental health disorder,,,,,'polluted air',17.0
26862643,Sexual abuse,is-a,type of child abuse,,,,,'polluted air',14.0
26862643,Gender Based Violence Recovery Centre,is-a,healthcare facility,,,,,'polluted air',15.0
26862643,Kenyatta National Hospital,is-a,hospital,,,,,'polluted air',11.0
26862643,Cross-sectional descriptive study,is-a,research method,,,,,park_access,13.0
26862643,Prevalence,is-a,statistical measure,,,,,'polluted air',15.0
26862643,Physical force,is-a,form of violence,,,,,'community violence',9.0
26862643,Verbal force,is-a,form of violence,,,,,'community violence',9.0
26862643,Parent's marital status,is-a,demographic factor,,,,,social_risk_factors,12.0
26862643,Family's way of sorting out disagreements,is-a,family dynamic factor,,,,,social_risk_factors,15.0
28287841,Interprofessional education,is-a,part of professional preparation,,,,,'social integration',22.0
28287841,Education,is-a,part of professional preparation,,,,,'social integration',22.0
28287841,Social work,is-a,part of professional preparation,,,,,'social integration',22.0
28287841,Nursing,is-a,part of professional preparation,,,,,'social integration',22.0
28287841,Grandparent-headed families,is-a,type of non-traditional families,,,,,'access to working utilities',24.0
28287841,Family-centred programme,is-a,method of IPE,,,,,'polluted air',12.0
28287841,Interprofessional collaboration,is-a,outcome of IPE,,,,,'polluted air',13.0
28287841,Flexible and integrated professional identities,is-a,implication of IPE,,,,,'polluted air',14.0
28287841,Comprehensive services in schools,is-a,potential role of future school professionals,,,,,'rate of hate crimes in society',34.0
27233143,Hospital,is-a,Healthcare facility,,,,,'polluted air',15.0
27233143,Neonatal intensive care unit,is-a,Department of hospital,,,,,'employment programs',15.0
27233143,Health care providers,is-a,Professional role,,,,,'polluted air',14.0
27233143,Nurses,is-a,Health care providers,,,,,'employment programs',16.0
27233143,Physicians,is-a,Health care providers,,,,,'employment programs',16.0
27233143,Families,is-a,Social group,0.6666666666666667,,'social integration',,'social integration',10.0
27233143,Newborn,is-a,Patient,,,,,park_access,8.0
27233143,Iran,is-a,Country,,,,,'polluted air',11.0
27233143,Isfahan,is-a,City in Iran,,,,,'polluted air',12.0
27233143,Spiritual needs,is-a,Psychological needs,,,,,park_access,15.0
27233143,Supernatural power,is-a,Spiritual belief,,,,,park_access,12.0
27233143,Comfort of the soul,is-a,Spiritual need,,,,,park_access,10.0
27233143,Human dignity for the newborn,is-a,Ethical requirement,,,,,'social integration',15.0
27233143,Bereavement,is-a,Psychological state,,,,,social_risk_factors,15.0
8407617,Single-women-headed households,is-a,Type of Family,,,,,'polluted air',13.0
8407617,Nuñoa District,is-a,Rural Area,,,,,park_access,9.0
8407617,Southern Peruvian Andes,is-a,Geographical Location,,,,,'foster collaboration',14.0
8407617,Morbidity,is-a,Health Outcome,,,,,park_access,12.0
8407617,Formal education,is-a,Socioeconomic Resource,,,,,social_risk_factors,16.0
8407617,Availability of a latrine,is-a,Physical Living Condition,,,,,'social integration',16.0
8407617,Drinking water contamination,is-a,Physical Living Condition,,,,,'social integration',16.0
8407617,Gender ratio of the household,is-a,Demographic Factor,,,,,social_risk_factors,12.0
8407617,Quality of the social support network,is-a,Social Factor,0.6666666666666667,,'social integration',,social_risk_factors,7.0
8407617,Economic and social changes,is-a,Societal Condition,,,,,'social integration',11.0
8407617,Health consequences,is-a,Health Outcome,,,,,park_access,12.0
8407617,Quantitative cross-sectional survey,is-a,Research Method,,,,,park_access,13.0
8407617,Qualitative method,is-a,Research Method,,,,,park_access,13.0
8407617,Ethnographic case studies,is-a,Research Method,,,,,park_access,13.0
19638026,Adoption,is-a,therapeutic tool,,,,,'polluted air',13.0
19638026,Birth parents with traumatic childhoods,is-a,risk factor for child abuse and neglect,,,,,'rate of hate crimes in society',29.0
19638026,Violent adult relationships,is-a,risk factor for child abuse and neglect,,,,,'rate of hate crimes in society',29.0
19638026,Mental illness,is-a,risk factor for child abuse and neglect,,,,,'rate of hate crimes in society',29.0
19638026,Learning difficulties,is-a,risk factor for child abuse and neglect,,,,,'rate of hate crimes in society',29.0
19638026,Substance abuse,is-a,risk factor for child abuse and neglect,,,,,'rate of hate crimes in society',29.0
19638026,Hyperactivity and inattention,is-a,child behavioral problem,,,,,'community violence',19.0
19638026,Conduct problems,is-a,child behavioral problem,,,,,'community violence',19.0
19638026,Emotional phoniness,is-a,child behavioral problem,,,,,'community violence',19.0
19638026,Professional services,is-a,support for adoptive families,,,,,'access to working utilities',21.0
19638026,Domestic violence,is-a,risk factor for child abuse and neglect,,,,,'rate of hate crimes in society',29.0
23542667,Meniere's disease,is-a,medical condition,,,,,community_composition,13.0
23542667,Familial Meniere's disease,is-a,genetic condition,,,,,community_composition,13.0
23542667,Meniere-like symptoms,is-a,medical symptoms,,,,,social_risk_factors,13.0
29868889,Mothers' caregiver preferences,is-a,psychological factor,,,,,social_risk_factors,11.0
29868889,Adult children's perceptions,is-a,social factor,0.6666666666666667,,'social integration',,social_risk_factors,7.0
29868889,Filial piety,is-a,cultural factor,,,,,social_risk_factors,11.0
29868889,Health status of children,is-a,health factor,,,,,park_access,11.0
29868889,Distance between mothers and children,is-a,geographical factor,,,,,social_risk_factors,12.0
29868889,Primary caregivers,is-a,social role,0.6666666666666667,,'social integration',,park_access,11.0
29868889,Noncaregivers,is-a,social role,0.6666666666666667,,'social integration',,park_access,11.0
29868889,Within-Family Differences Study,is-a,research study,,,,,park_access,12.0
29868889,Negative psychological consequences for mothers,is-a,health outcome,,,,,park_access,12.0
29868889,Serious health events for mothers,is-a,health factor,,,,,park_access,11.0
29868889,Intervention efforts,is-a,health service,,,,,'polluted air',12.0
37822783,"""2019 Living Time Survey""",is-a,"""Study""",,,,,park_access,11.0
37822783,"""National Statistical Office""",is-a,"""Organization""",,,,,park_access,12.0
37822783,"""Single-parent family""",is-a,"""Family type""",,,,,park_access,12.0
37822783,"""Occupational therapy practice framework""",is-a,"""Classification system""",,,,,'mass incarceration',18.0
37822783,"""Weekdays""",is-a,"""Time period""",,,,,'polluted air',13.0
37822783,"""Weekends""",is-a,"""Time period""",,,,,'polluted air',13.0
37822783,"""Education""",is-a,"""Activity""",,,,,park_access,10.0
