PMID,Child Concept,Relationship,Parent Concept
35614436,Economic instability,is-a,cause of disease outbreaks
35614436,Unsafe water sources,is-a,contributor to diarrhoeal diseases
35614436,Child malnutrition,is-a,contributor to diarrhoeal diseases
34955931,COVID-19 pandemic,is-a,societal event
34955931,Social distancing,is-a,behavioral response
34955931,Loneliness,is-a,mental health condition
34955931,Psychiatric disorders,is-a,mental health condition
34955931,Family relationships,is-a,social determinant of health
34955931,Employment instability,is-a,economic determinant of health
34955931,Online survey,is-a,research method
34955931,Japanese workers,is-a,occupational group
34955931,Multilevel logistic model,is-a,statistical analysis method
34955931,Odds ratios,is-a,statistical measure
34955931,Remote work,is-a,work arrangement
34955931,Smoking,is-a,health behavior
34955931,Drinking,is-a,health behavior
34955931,Leisure interests,is-a,lifestyle factor
28782331,CWSWs,is-a,Key population
28782331,TWSWs,is-a,Key population
28782331,Microfinance-based HIV prevention intervention,is-a,HIV prevention strategy
28782331,Sex work,is-a,Unstable income source
28782331,Small enterprise,is-a,Alternative income source
28782331,Financial literacy and vocational education,is-a,Component of intervention
28782331,Stigma,is-a,Barrier to intervention
28782331,Lack of resources,is-a,Barrier to intervention
28782331,Time,is-a,Barrier to intervention
28782331,Muslim,is-a,Religious affiliation
28782331,Married,is-a,Marital status
28782331,41 years old,is-a,Age of participants
33576336,Outpatient antimicrobial treatment,is-a,type of outpatient treatment
33576336,Elastomeric infusion pumps,is-a,type of medical device
33576336,Elastomeric infusion pumps,is-a,tool for antibiotic administration
33576336,Infusion by gravity,is-a,method of antibiotic administration
33576336,Volumetric pump,is-a,method of antibiotic administration
33576336,Electrical syringe pump,is-a,method of antibiotic administration
33576336,Therapeutic failure,is-a,potential risk of OPAT
33576336,Adverse effects,is-a,potential risk of OPAT
35498538,Gastric cancer,is-a,common and deadly cancer type
35498538,Early-onset gastric cancer,is-a,subtype of gastric cancer
35498538,Microsatellite instability,is-a,factor in gastric cancer
35498538,Chromosomal instability score,is-a,factor in gastric cancer
35498538,Somatic mutations CDH1,is-a,factor in younger gastric cancer patients
35498538,Copy number gains of FGFR2,is-a,factor in younger gastric cancer patients
31779726,Ex-military personnel,is-a,population group
31779726,Mental health problems,is-a,health issue
31779726,Social problems,is-a,societal issue
31779726,Offending,is-a,societal issue
31779726,Criminal Justice System,is-a,societal institution
31779726,Government review,is-a,policy action
31779726,Data linkage,is-a,research method
31779726,Criminal records,is-a,data source
31779726,Alcohol problems,is-a,health issue
31779726,Socio-economic factors,is-a,determinant of health
31779726,Post-service socio-economic stability,is-a,protective factor
31779726,Mental health and alcohol problems,is-a,risk factor
38108050,Big Five,is-a,Personality Model
38108050,Social Effectiveness,is-a,Personality Factor
38108050,Interpersonal Ability,is-a,Personality Factor
38108050,Altruism,is-a,Personality Factor
38108050,Emotional Instability,is-a,Personality Factor
38108050,Innovativeness,is-a,Personality Factor
26594102,Inter-provincial female migration,is-a,type of migration
26594102,Inter-provincial marriages,is-a,type of marriage
26594102,Marriage squeeze,is-a,social phenomenon
26594102,Marriageable women shortage,is-a,demographic issue
26594102,Economic exchange-based marriage,is-a,type of marriage
26594102,Marriage instability,is-a,marital issue
26594102,Marriage fraud,is-a,illegal behavior
26594102,Mercenary marriage,is-a,type of marriage
16158729,Marriage,is-a,Family system
16158729,Divorce,is-a,Family system
16158729,Cohabitation,is-a,Family system
16158729,Childbearing,is-a,Family system
16158729,Single-parent family,is-a,Family system
16158729,Women's work outside the home,is-a,Economic force
16158729,Job market changes,is-a,Economic force
16158729,Effective contraception,is-a,Cultural force
16158729,Legalized abortion,is-a,Cultural force
16158729,Family instability,is-a,Family system
16158729,Marriage before childbearing,is-a,Cultural norm
16158729,Marriage-based programs,is-a,Family policy
16158729,Marriage-neutral programs,is-a,Family policy
22145523,Affordable Care Act,is-a,Health Care Reform
22145523,Federal Damages Cap,is-a,Health Care Reform
22145523,Medical Liability,is-a,Health care issue
22145523,Under-claiming,is-a,Malpractice system problem
22145523,Under-compensation,is-a,Malpractice system problem
22145523,Health courts,is-a,Health care reform
22145523,Insurance cycle,is-a,Market instability factor
22145523,Non-economic damages,is-a,Insurance market factor
22145523,State level demonstration projects,is-a,Health care reform
36542051,Economic disadvantage,is-a,structural risk factor
36542051,Neighborhood characteristics,is-a,structural risk factor
36542051,Housing instability,is-a,structural risk factor
36542051,Incarceration,is-a,structural risk factor
36542051,Transactional sex,is-a,behavioral risk factor
36542051,Multiple partners,is-a,behavioral risk factor
36542051,Substance abuse,is-a,behavioral risk factor
36542051,Age at first intercourse,is-a,behavioral risk factor
36542051,Reduced socioeconomic disadvantage,is-a,protective factor
36542051,Provision of housing stability,is-a,protective factor
36542051,Condom use,is-a,protective factor
26376638,Cervical Cancer,is-a,Cause of Death
26376638,Early Marriage,is-a,Socio-Cultural Practice
26376638,High Parity,is-a,Socio-Cultural Practice
26376638,Polygamy,is-a,Socio-Cultural Practice
26376638,Poverty,is-a,Socioeconomic Factor
26376638,Health Care Based Challenges,is-a,Challenge in Diagnosis and Treatment Process
26376638,Psychological Challenges,is-a,Challenge in Diagnosis and Treatment Process
26376638,Economic Challenges,is-a,Challenge in Diagnosis and Treatment Process
26376638,System Delay,is-a,Health Care Based Challenge
26376638,Practitioner Delay,is-a,Health Care Based Challenge
26376638,Fear of Recurrence,is-a,Psychological Challenge
26376638,Negative Social Attitude,is-a,Psychological Challenge
26376638,Distress from Treatment Side Effects,is-a,Psychological Challenge
26376638,Inability of Bearing Treatment Costs,is-a,Economic Challenge
27913232,Dry Eye Disease,is-a,Health Condition
27913232,Visual Disturbance,is-a,Symptom of Dry Eye Disease
27913232,Loss of Productivity,is-a,Economic Impact of Dry Eye Disease
27913232,Quality of Life,is-a,Social Impact of Dry Eye Disease
37842910,Education Access and Quality,is-a,Social Determinants of Health
37842910,Economic Stability,is-a,Social Determinants of Health
37842910,Neighborhood and Built Environment,is-a,Social Determinants of Health
37842910,Social and Community Context,is-a,Social Determinants of Health
37842910,Health Care Access and Quality,is-a,Social Determinants of Health
37743914,ICPS,is-a,indigenous chicken production system
37743914,ICPS,is-a,contributor to household food security
37743914,ICPS,is-a,source of income generation
37743914,ICPS,is-a,tool for wildlife protection
37743914,ICPS,is-a,means for improving women's lives
37743914,IHR,is-a,Indian Himalayan Region
37743914,ICPS,is-a,semi-extensive system
37743914,LDI,is-a,livestock diversity index
37743914,ICPS,is-a,contributor to food and nutritional security
37743914,ICPS,is-a,contributor to economic stability
37743914,ICPS,is-a,contributor to ecological resilience
37743914,ICPS,is-a,self-sustaining system
36855084,Healthy People 2030 goals,is-a,Health initiative
36855084,SDOH,is-a,Social determinant of health
36855084,Health inequalities,is-a,Health outcome
36855084,Race/Ethnicity,is-a,Demographic factor
36855084,Health risk behavior,is-a,Health outcome
36855084,Smoking,is-a,Health risk behavior
36855084,Alcohol use,is-a,Health risk behavior
36855084,Substance use,is-a,Health risk behavior
36855084,Quality of life,is-a,Health outcome
36855084,Health care access and quality,is-a,SDOH category
36855084,Education access and quality,is-a,SDOH category
36855084,Economic stability,is-a,SDOH category
35564746,PWID,is-a,population
35564746,Economic challenges,is-a,risk factor
35564746,Mental health challenges,is-a,risk factor
35564746,Drug overdose,is-a,harm
35564746,Risk factors,is-a,determinant of drug overdose
35564746,Sociodemographic characteristics,is-a,determinant of drug overdose
35564746,Pandemic start time,is-a,determinant of drug overdose
35564746,Pre-pandemic income,is-a,determinant of drug overdose
35564746,Homelessness,is-a,determinant of drug overdose
35564746,Injection frequency,is-a,determinant of drug overdose
35564746,Substance use behavior,is-a,determinant of mental health
35564746,Access to mental health care,is-a,determinant of mental health
35564746,Economic challenges,is-a,determinant of substance use behavior
35564746,Economic stability,is-a,determinant of access to services
35564746,Financial difficulty,is-a,determinant of access to services
25395894,Family Medicine,is-a,part of primary health care
25395894,Family Medicine,is-a,first link between doctors and patients
25395894,Family Medicine,is-a,tool for regular health inspections and follow-ups
25395894,Health care reform,is-a,challenge due to lack of funds
25395894,Health insurance,is-a,problem for patients' treatment due to financial situation
25395894,Acute curative care,is-a,measure that doesn't lead to population health improvement
25395894,Educational and preventive measures,is-a,requirement for quality and accessibility of health care services
25395894,Modernization of health care delivery,is-a,primary goal for countries in Southeast Europe
25395894,Joining the European Union,is-a,method for increasing overall economic stability of countries
