PMID,Child Concept,Relationship,Parent Concept,Most Similar Term (BERT),Cosine Similarity (BERT)
35709808,Gender-based Violence,is-a,Violence,alcohol drinking,0.7959956526756287
35709808,Sexual Violence,is-a,Gender-based Violence,history of domestic violence,0.8252459764480591
35709808,Physical Violence,is-a,Gender-based Violence,history of domestic violence,0.8252459764480591
35709808,Emotional Violence,is-a,Gender-based Violence,history of domestic violence,0.8252459764480591
35709808,Witch Killing,is-a,Gender-based Violence,history of domestic violence,0.8252459764480591
35709808,Early or Forced Marriage,is-a,Gender-based Violence,history of domestic violence,0.8252459764480591
35709808,Sexual and Gender Minorities,is-a,Minority Groups,suicide attempts,0.7274646759033203
35709808,Cross-sectional Studies,is-a,Research Method,suicide attempts,0.7729818820953369
35709808,Qualitative Studies,is-a,Research Method,suicide attempts,0.7729818820953369
35709808,Quantitative Studies,is-a,Research Method,suicide attempts,0.7729818820953369
35709808,Economic Instability,is-a,Economic Condition,social policy,0.7259031534194946
35709808,Food Insecurity,is-a,Economic Condition,social policy,0.7259031534194946
35709808,Mental Stress,is-a,Health Condition,mental health problem,0.8283094167709351
35709808,Gender Inequality,is-a,Social Inequality,social policy,0.7980227470397949
35709808,Storms,is-a,Extreme Weather Events,,
35709808,Floods,is-a,Extreme Weather Events,,
35524915,Cardiovascular disease,is-a,chronic disease,nutritional deficiency,0.7828270792961121
35524915,Hypertension,is-a,chronic disease,nutritional deficiency,0.7828270792961121
35524915,Diabetes,is-a,chronic disease,nutritional deficiency,0.7828270792961121
35524915,Obstructive sleep apnea,is-a,chronic disease,nutritional deficiency,0.7828270792961121
35524915,Prevention,is-a,healthcare strategy,social policy,0.7921760082244873
35524915,Preconception screening,is-a,prevention method,nutritional intervention,0.7987945675849915
35524915,Counseling,is-a,prevention method,nutritional intervention,0.7987945675849915
35524915,Pregnancy,is-a,natural stress test,protective factor,0.7374868988990784
35524915,Telemedicine clinics,is-a,healthcare service,service professionals,0.8655322790145874
35524915,Remote monitoring,is-a,healthcare service,service professionals,0.8655322790145874
35524915,Postpartum period,is-a,healthcare period,work environment,0.7749430537223816
35524915,Fourth trimester,is-a,postpartum period,,
35524915,Risk factor reevaluation,is-a,healthcare strategy,social policy,0.7921760082244873
35524915,Lifestyle counseling,is-a,healthcare strategy,social policy,0.7921760082244873
21474174,Non-Communicable Diseases,is-a,health issue,mental health issue,0.8684024810791016
21474174,Heart disease,is-a,Non-Communicable Disease,micronutrient deficiencies,0.7093101739883423
21474174,Stroke,is-a,Non-Communicable Disease,micronutrient deficiencies,0.7093101739883423
21474174,Cancer,is-a,Non-Communicable Disease,micronutrient deficiencies,0.7093101739883423
21474174,Diabetes,is-a,Non-Communicable Disease,micronutrient deficiencies,0.7093101739883423
21474174,Chronic respiratory disease,is-a,Non-Communicable Disease,micronutrient deficiencies,0.7093101739883423
21474174,Tobacco control,is-a,priority intervention,nutritional intervention,0.7832103967666626
21474174,Salt reduction,is-a,priority intervention,nutritional intervention,0.7832103967666626
21474174,Improved diets and physical activity,is-a,priority intervention,nutritional intervention,0.7832103967666626
21474174,Reduction in hazardous alcohol intake,is-a,priority intervention,nutritional intervention,0.7832103967666626
21474174,Essential drugs and technologies,is-a,priority intervention,nutritional intervention,0.7832103967666626
21474174,Leadership,is-a,priority action for NCD crisis response,,
21474174,Prevention,is-a,priority action for NCD crisis response,,
21474174,Treatment,is-a,priority action for NCD crisis response,,
35614436,Diarrhoeal diseases,is-a,cause of disability,mental health issue,0.7668471336364746
35614436,Diarrhoeal diseases,is-a,cause of mortality,mental health issue,0.7160553932189941
35614436,Political instability,is-a,cause of disease outbreaks,'risk of vector borne disease',0.742364764213562
35614436,Economic instability,is-a,cause of disease outbreaks,'risk of vector borne disease',0.742364764213562
35614436,Unsafe water sources,is-a,contributor to diarrhoeal diseases,micronutrient deficiencies,0.7281658053398132
35614436,Child malnutrition,is-a,contributor to diarrhoeal diseases,micronutrient deficiencies,0.7281658053398132
34955931,COVID-19 pandemic,is-a,societal event,work environment,0.7273999452590942
34955931,Social distancing,is-a,behavioral response,psychological effect,0.8214980959892273
34955931,Loneliness,is-a,mental health condition,mental health problem,0.9034395217895508
34955931,Psychiatric disorders,is-a,mental health condition,mental health problem,0.9034395217895508
34955931,Family relationships,is-a,social determinant of health,factor influencing health,0.7891273498535156
34955931,Employment instability,is-a,economic determinant of health,factor influencing health,0.7636885046958923
34955931,Online survey,is-a,research method,suicide attempts,0.7729818820953369
34955931,Japanese workers,is-a,occupational group,work environment,0.7784996032714844
34955931,Multilevel logistic model,is-a,statistical analysis method,psychological factor,0.7426977157592773
34955931,Odds ratios,is-a,statistical measure,psychological factor,0.7844591736793518
34955931,Remote work,is-a,work arrangement,work environment,0.8257767558097839
34955931,Smoking,is-a,health behavior,psychological factor,0.8013075590133667
34955931,Drinking,is-a,health behavior,psychological factor,0.8013075590133667
34955931,Leisure interests,is-a,lifestyle factor,psychological factor,0.7611160278320312
28782331,CWSWs,is-a,Key population,,
28782331,TWSWs,is-a,Key population,,
28782331,Microfinance-based HIV prevention intervention,is-a,HIV prevention strategy,nutritional intervention,0.7471721172332764
28782331,Sex work,is-a,Unstable income source,'low household income',0.750190258026123
28782331,Small enterprise,is-a,Alternative income source,,
28782331,Financial literacy and vocational education,is-a,Component of intervention,nutritional intervention,0.7444863319396973
28782331,Stigma,is-a,Barrier to intervention,protective factor,0.7426034212112427
28782331,Lack of resources,is-a,Barrier to intervention,protective factor,0.7426034212112427
28782331,Time,is-a,Barrier to intervention,protective factor,0.7426034212112427
28782331,Muslim,is-a,Religious affiliation,,
28782331,Married,is-a,Marital status,suicide attempts,0.7971764206886292
28782331,41 years old,is-a,Age of participants,,
33576336,Outpatient antimicrobial treatment,is-a,type of outpatient treatment,,
33576336,Elastomeric infusion pumps,is-a,type of medical device,,
33576336,Elastomeric infusion pumps,is-a,tool for antibiotic administration,nutritional intervention,0.7420381307601929
33576336,Infusion by gravity,is-a,method of antibiotic administration,,
33576336,Volumetric pump,is-a,method of antibiotic administration,,
33576336,Electrical syringe pump,is-a,method of antibiotic administration,,
33576336,Therapeutic failure,is-a,potential risk of OPAT,'risk of cancer',0.7185953259468079
33576336,Adverse effects,is-a,potential risk of OPAT,'risk of cancer',0.7185953259468079
35498538,Gastric cancer,is-a,common and deadly cancer type,'risk of cancer',0.7317579984664917
35498538,Early-onset gastric cancer,is-a,subtype of gastric cancer,,
35498538,Microsatellite instability,is-a,factor in gastric cancer,,
35498538,Chromosomal instability score,is-a,factor in gastric cancer,,
35498538,Somatic mutations CDH1,is-a,factor in younger gastric cancer patients,'risk of adverse kidney outcomes',0.7349296808242798
35498538,Copy number gains of FGFR2,is-a,factor in younger gastric cancer patients,'risk of adverse kidney outcomes',0.7349296808242798
31779726,Ex-military personnel,is-a,population group,,
31779726,Mental health problems,is-a,health issue,mental health issue,0.8684024810791016
31779726,Social problems,is-a,societal issue,mental health issue,0.805622935295105
31779726,Offending,is-a,societal issue,mental health issue,0.805622935295105
31779726,Criminal Justice System,is-a,societal institution,work environment,0.7798240184783936
31779726,Government review,is-a,policy action,social policy,0.817803680896759
31779726,Data linkage,is-a,research method,suicide attempts,0.7729818820953369
31779726,Criminal records,is-a,data source,service professionals,0.7107576727867126
31779726,Alcohol problems,is-a,health issue,mental health issue,0.8684024810791016
31779726,Socio-economic factors,is-a,determinant of health,factor influencing health,0.7892580628395081
31779726,Post-service socio-economic stability,is-a,protective factor,protective factor,1.0
31779726,Mental health and alcohol problems,is-a,risk factor,psychological factor,0.8338807821273804
38108050,Big Five,is-a,Personality Model,psychological factor,0.8497324585914612
38108050,Social Effectiveness,is-a,Personality Factor,psychological factor,0.8986550569534302
38108050,Interpersonal Ability,is-a,Personality Factor,psychological factor,0.8986550569534302
38108050,Altruism,is-a,Personality Factor,psychological factor,0.8986550569534302
38108050,Emotional Instability,is-a,Personality Factor,psychological factor,0.8986550569534302
38108050,Innovativeness,is-a,Personality Factor,psychological factor,0.8986550569534302
26594102,Inter-provincial female migration,is-a,type of migration,amount of workload,0.7103331089019775
26594102,Inter-provincial marriages,is-a,type of marriage,suicide attempts,0.7080730199813843
26594102,Marriage squeeze,is-a,social phenomenon,psychological effect,0.7950441241264343
26594102,Marriageable women shortage,is-a,demographic issue,psychological factor,0.7475709319114685
26594102,Economic exchange-based marriage,is-a,type of marriage,suicide attempts,0.7080730199813843
